cluster_key,ra_deg,dec_deg,distance_kpc,distance_sigma_kpc,pmra_masyr,pmdec_masyr,pmra_sigma_masyr,pmdec_sigma_masyr,pmra_pmdec_corr,vlos_kms,vlos_sigma_kms,pm_cov_ra_ra_mas2yr2,pm_cov_ra_dec_mas2yr2,pm_cov_dec_dec_mas2yr2,pm_cov_det,pm_cov_min_eig,pm_cov_max_eig,position_sampling,pm_sampling,distance_sampling,vlos_sampling,pm_distance_cross_covariance,rv_astrometry_cross_covariance,additional_pm_systematic_floor,distance_frac_sigma,pm_corr_abs,X_kpc,Y_kpc,Z_kpc,U_kms,V_kms,W_kms,R_GC_kpc
NGC 6752,287.717102,-59.984554,4.12,0.04,-3.16,-4.024,0.012,0.012,0.0299999999999999,-26.01,0.12,0.000144,4.319999999999999e-06,0.000144,2.07173376e-08,0.0001396799999999,0.00014832,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0097087378640776,0.0299999999999999,4.77,-1.48,-1.78,27.25,172.35,60.49,4.994326781459138
NGC 6760,287.800268,1.030466,8.41,0.4299999999999999,-1.093,-3.632,0.008,0.007,0.2999999999999999,-2.37,1.27,6.4e-05,1.68e-05,4.9000000000000005e-05,2.8537600000000003e-09,3.8101902272245646e-05,7.489809772775436e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0511296076099881,0.2999999999999999,1.4,4.95,-0.58,-95.28,129.61,-20.16,5.144171459039833
NGC 6779,289.148193,30.183472,10.43,0.14,-2.003,1.617,0.007,0.007,0.07,-136.97,0.45,4.9000000000000005e-05,3.4300000000000006e-06,4.9000000000000005e-05,2.3892351000000004e-09,4.5570000000000006e-05,5.243000000000001e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0134228187919463,0.07,3.44,9.17,1.51,83.5,128.29,110.44,9.79400326730597
NGC 6809,294.998779,-30.96475,5.35,0.05,-3.435,-9.296,0.007,0.007,-0.05,174.7,0.17,4.9000000000000005e-05,-2.4500000000000003e-06,4.9000000000000005e-05,2.3949975e-09,4.655000000000001e-05,5.145e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0093457943925233,0.05,3.32,0.75,-2.11,-210.78,28.97,-55.46,3.403659794985392
NGC 6838,298.443726,18.779194,4.0,0.05,-3.412,-2.662,0.0109999999999999,0.0109999999999999,-0.0599999999999999,-22.72,0.2,0.0001209999999999,-7.259999999999998e-06,0.0001209999999999,1.4588292399999997e-08,0.0001137399999999,0.00012826,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0125,0.0599999999999999,5.99,3.34,-0.32,-63.91,193.37,38.86,6.858257796262839
NGC 6864,301.519784,-21.921164,20.52,0.45,-0.6139999999999999,-2.796,0.016,0.0149999999999999,0.1799999999999999,-189.08,1.12,0.0002559999999999,4.319999999999999e-05,0.0002249999999999,5.573375999999999e-08,0.0001946034859711,0.0002863965140288,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0219298245614035,0.1799999999999999,-9.15,6.41,-8.91,69.15,-71.35,53.63,11.17186645104568
NGC 6934,308.547394,7.404472,15.72,0.17,-2.658,-4.691,0.008,0.007,0.12,-406.22,0.7299999999999999,6.4e-05,6.72e-06,4.9000000000000005e-05,3.0908415999999997e-09,4.642982621798413e-05,6.657017378201589e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0108142493638676,0.12,-0.96,11.73,-5.09,-88.22,-302.01,122.23,11.769218325785278
NGC 6981,313.365417,-12.537306,16.66,0.1799999999999999,-1.261,-3.369,0.007,0.005,0.08,-331.39,1.47,4.9000000000000005e-05,2.8000000000000003e-06,2.5e-05,1.2171600000000002e-09,2.4677662559400516e-05,4.93223374405995e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0108043217286914,0.08,-3.29,8.08,-9.0,62.03,-146.06,170.23,8.724133194764967
NGC 7006,315.372626,16.187323,39.32,0.56,-0.115,-0.6189999999999999,0.01,0.0089999999999999,0.0299999999999999,-383.47,0.7299999999999999,0.0001,2.7e-06,8.099999999999999e-05,8.092709999999999e-09,8.062376589989889e-05,0.0001003762341001,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0142421159715157,0.0299999999999999,-8.21,33.27,-13.06,62.61,-134.21,84.85,34.26801715886112
NGC 7078,322.493042,12.167001,10.71,0.1,-0.648,-3.801,0.0089999999999999,0.008,0.13,-106.84,0.2999999999999999,8.099999999999999e-05,9.36e-06,6.4e-05,5.0963903999999985e-09,5.9856440374641325e-05,8.514355962535868e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0093370681605975,0.13,4.16,8.62,-4.91,-106.01,53.95,-30.3,9.571311299921238
NGC 7089,323.362579,-0.82325,11.69,0.11,3.445,-2.177,0.0089999999999999,0.0089999999999999,-0.07,-3.78,0.2999999999999999,8.099999999999999e-05,-5.67e-06,8.099999999999999e-05,6.528851099999998e-09,7.532999999999999e-05,8.666999999999998e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0094097519247219,0.07,2.52,7.61,-6.83,73.27,146.63,-173.8,8.016389461596786
NGC 7099,325.092133,-23.179861,8.46,0.0899999999999999,-0.7319999999999999,-7.307,0.008,0.007,0.2899999999999999,-185.19,0.17,6.4e-05,1.624e-05,4.9000000000000005e-05,2.8722623999999997e-09,3.8611802773895854e-05,7.438819722610416e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0106382978723404,0.2899999999999999,3.03,2.64,-6.17,1.8,-80.48,107.84,4.018768468075761
NGC 7492,347.11117,-15.611469,24.39,0.57,0.777,-2.321,0.0109999999999999,0.0109999999999999,0.2099999999999999,-176.7,0.27,0.0001209999999999,2.541e-05,0.0001209999999999,1.3995331899999996e-08,9.558999999999998e-05,0.0001464099999999,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.023370233702337,0.2099999999999999,1.68,8.74,-21.82,-1.29,-75.12,70.68,8.9
PAL 1,53.3335,79.581055,11.18,0.32,-0.257,0.019,0.0259999999999999,0.029,0.17,-75.72,0.2899999999999999,0.0006759999999999,0.00012818,0.000841,5.520858876e-07,0.0006060652191919,0.000910934780808,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0286225402504472,0.17,14.98,8.09,3.64,-64.32,206.67,-24.56,17.024937591662415
PAL 10,289.508728,18.571667,8.939999999999998,1.18,-4.326,-7.173,0.01,0.01,0.11,-31.7,0.23,0.0001,1.1e-05,0.0001,9.878999999999999e-09,8.9e-05,0.000111,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.1319910514541387,0.11,2.73,7.08,0.43,-272.22,10.22,26.44,7.5881025296183235
PAL 11,296.31,-8.007222,14.02,0.51,-1.741,-4.973,0.025,0.0219999999999999,0.17,-67.64,0.76,0.000625,9.35e-05,0.0004839999999999,2.9375775e-07,0.0004373996157136,0.0006716003842863,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0363766048502139,0.17,-3.3,7.12,-3.77,-129.7,-83.56,-14.16,7.847572873188245
PAL 12,326.661804,-21.252611,18.49,0.2999999999999999,-3.225,-3.32,0.0129999999999999,0.012,0.46,27.91,0.28,0.0001689999999999,7.176e-05,0.000144,1.9186502400000002e-08,8.365943712463501e-05,0.0002293405628753,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0162249864791779,0.46,-2.55,6.32,-13.67,-327.57,18.08,109.51,6.81504952293085
PAL 13,346.68519,12.771539,23.48,0.4,1.74,0.116,0.039,0.032,0.11,25.3,0.22,0.001521,0.00013728,0.001024,1.5386582016e-06,0.0009886020457981,0.0015563979542018,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0170357751277683,0.11,7.31,17.23,-15.92,161.51,216.8,-77.87,18.716543484308207
PAL 14,242.7525,14.957778,73.58,1.63,-0.458,-0.4139999999999999,0.0379999999999999,0.0369999999999999,0.23,72.29999999999998,0.14,0.001444,0.0003233799999999,0.0013689999999999,1.8722613756e-06,0.0010809529613097,0.0017320470386902,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0221527589018755,0.23,-39.62,26.22,49.42,-99.22,77.43,122.42,47.51034413682982
PAL 15,254.9626,-0.539,44.1,1.14,-0.6009999999999999,-0.8549999999999999,0.035,0.029,-0.0599999999999999,72.26999999999998,1.74,0.001225,-6.090000000000001e-05,0.000841,1.02651619e-06,0.0008315730653561,0.0012344269346438,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0258503401360544,0.0599999999999999,-29.85,12.98,18.17,-136.67,65.03,53.59,32.55000614439266
PAL 2,71.52462,31.3815,26.17,1.28,1.229,-1.533,0.0539999999999999,0.0429999999999999,0.13,-135.97,1.55,0.0029159999999999,0.0003018599999999,0.0018489999999999,5.300564540399999e-06,0.0017695222601105,0.0029954777398894,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0489109667558272,0.13,33.67,4.25,-4.13,-104.05,-10.43,24.77,33.93716841458639
PAL 3,151.381622,0.0716669999999999,94.84,3.23,0.0709999999999999,-0.182,0.047,0.057,-0.4899999999999999,94.04,0.8,0.002209,-0.0013127099999999,0.003249,5.4538334559000006e-06,0.0013170483209047,0.0041409516790952,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0340573597638127,0.4899999999999999,43.34,-61.26,63.29,-41.1,135.12,51.48,75.04094349087038
PAL 4,172.318329,28.973373,101.39,2.57,-0.46,-0.2909999999999999,0.2999999999999999,0.256,-0.2099999999999999,72.4,0.2399999999999999,0.0899999999999999,-0.016128,0.0655359999999999,0.0056381276159999,0.0575261075983494,0.0980098924016505,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0253476674228227,0.2099999999999999,37.47,-12.02,96.32,147.95,32.27,7.63,39.350747133949056
PAL 5,229.019167,-0.121,21.94,0.51,-2.754,-2.643,0.017,0.014,0.01,-58.61,0.1499999999999999,0.000289,2.38e-06,0.000196,5.6638335600000015e-08,0.0001959391323104,0.0002890608676895,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0232452142206016,0.01,-7.1,0.22,15.74,49.28,-144.14,-10.2,7.103407632960395
PAL 6,265.925812,-26.224995,7.05,0.45,-9.19,-5.283,0.021,0.0179999999999999,0.27,177.0,1.35,0.000441,0.00010206,0.0003239999999999,1.3246775640000001e-07,0.0002648628732074,0.0005001371267925,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0638297872340425,0.27,1.14,0.26,0.22,-194.0,-52.44,181.72,1.1692732785794773
PAL 8,280.37729,-19.828858,11.32,0.63,-1.999,-5.633,0.0539999999999999,0.047,0.16,-39.68,1.25,0.0029159999999999,0.00040608,0.002209,6.2765430336e-06,0.0020241105346498,0.0031008894653501,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0556537102473498,0.16,-2.72,2.74,-1.34,-46.04,-67.23,-26.26,3.860828926538963
PATCHICK 126,256.410833,-47.342222,8.0,0.5,-4.859,-6.832,0.0379999999999999,0.033,-0.04,-122.14,0.77,0.001444,-5.016000000000001e-05,0.001089,1.5699999744000002e-06,0.001082048717543,0.0014509512824569,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0625,0.04,0.66,-2.68,-0.53,210.96,-6.02,6.65,2.7600724628168734
PYXIS,136.9869,-37.2266,36.53,0.66,1.026,0.1439999999999999,0.016,0.019,0.0899999999999999,40.46,0.2099999999999999,0.0002559999999999,2.736e-05,0.0003609999999999,9.16674304e-08,0.0002492984831275,0.0003677015168724,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0180673419107582,0.0899999999999999,13.65,-35.84,4.45,-107.18,215.25,159.69,38.35137676798579
RUP 106,189.6675,-51.150278,20.71,0.3599999999999999,-1.253,0.401,0.008,0.008,0.45,-38.36,0.26,6.4e-05,2.88e-05,6.4e-05,3.2665599999999995e-09,3.5199999999999995e-05,9.28e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0173829068083051,0.45,-2.23,-17.41,4.19,118.81,226.1,31.88,17.552236324753604
SAGITTARIUS II,298.164708,-22.065251,66.53,1.56,-0.807,-0.897,0.0449999999999999,0.028,-0.0299999999999999,-175.73,0.37,0.0020249999999999,-3.78e-05,0.000784,1.5861711600000002e-06,0.0007828497044157,0.0020261502955842,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.023448068540508,0.0299999999999999,-49.79,19.89,-25.88,-22.93,-119.98,199.42,53.615820426437566
TER 1,263.946667,-30.481778,5.67,0.17,-2.886,-4.87,0.0459999999999999,0.0439999999999999,0.08,57.55,1.61,0.0021159999999999,0.0001619199999999,0.0019359999999999,4.070357913599999e-06,0.0018407485859703,0.0022112514140296,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0299823633156966,0.08,2.51,-0.24,0.1,-62.2,97.77,2.95,2.521447996687617
TER 10,270.740833,-26.066944,10.21,0.4,-6.806,-2.595,0.0299999999999999,0.023,0.0299999999999999,211.37,2.27,0.0008999999999999,2.07e-05,0.0005289999999999,4.7567151000000005e-07,0.0005278486137206,0.0009011513862793,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.039177277179236,0.0299999999999999,-2.0,0.79,-0.33,-249.96,-1.58,225.31,2.150372060830404
TER 12,273.065833,-22.741944,5.17,0.38,-6.234,-3.063,0.016,0.0129999999999999,0.39,94.01,0.7199999999999999,0.0002559999999999,8.112000000000001e-05,0.0001689999999999,3.66835456e-08,0.0001204527056345,0.0003045472943654,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0735009671179883,0.39,3.07,0.75,-0.19,-127.81,128.87,101.76,3.160284797292801
TER 2,261.887917,-30.802333,7.75,0.33,-2.142,-6.255,0.0299999999999999,0.027,0.2099999999999999,133.46,0.69,0.0008999999999999,0.0001700999999999,0.0007289999999999,6.271659900000001e-07,0.0006241207469286,0.0010048792530713,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0425806451612903,0.2099999999999999,0.45,-0.5,0.31,-131.58,9.08,-49.5,0.6726812023536856
TER 3,247.162483,-35.339829,7.639999999999999,0.31,-5.578,-1.748,0.019,0.0179999999999999,-0.04,-135.76,0.57,0.0003609999999999,-1.368e-05,0.0003239999999999,1.167768576e-07,0.0003194914711465,0.0003655085288534,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0405759162303664,0.04,0.89,-1.94,1.22,181.97,113.2,89.05,2.1344085831911377
TER 4,262.662506,-31.595528,7.59,0.31,-5.364,-3.674,0.035,0.031,0.2099999999999999,-48.96,1.57,0.001225,0.00022785,0.0009609999999999,1.1253093775000002e-06,0.0008296758224165,0.0013563241775834,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0408432147562582,0.2099999999999999,0.61,-0.53,0.17,54.76,39.76,94.74,0.8080841540334769
TER 5,267.0202,-24.779055,6.62,0.1499999999999999,-1.864,-5.108,0.0299999999999999,0.027,0.33,-81.97,0.8499999999999999,0.0008999999999999,0.0002672999999999,0.0007289999999999,5.8465071e-07,0.0005338586986917,0.0010951413013082,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0226586102719033,0.33,1.58,0.44,0.19,58.48,79.79,-27.76,1.6401219466856727
TER 6,267.69325,-31.275389,7.269999999999999,0.3499999999999999,-4.993,-7.458,0.0519999999999999,0.0449999999999999,0.26,137.15,1.7,0.0027039999999999,0.0006083999999999,0.0020249999999999,5.10544944e-06,0.0016677857041799,0.00306121429582,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0481430536451169,0.26,0.91,-0.18,-0.27,-141.03,-60.0,18.66,0.9276313923105449
TER 7,289.432983,-34.657722,24.28,0.4899999999999999,-2.99,-1.659,0.0129999999999999,0.012,0.2399999999999999,159.45,0.14,0.0001689999999999,3.744e-05,0.000144,2.29342464e-08,0.0001170284456855,0.0001959715543144,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0201812191103789,0.2399999999999999,-14.59,1.35,-8.33,-266.95,-29.06,196.22,14.652324047740686
TER 8,295.435028,-33.999474,27.54,0.4199999999999999,-2.499,-1.58,0.0089999999999999,0.006,-0.44,148.53,0.17,8.099999999999999e-05,-2.376e-05,3.6e-05,2.3514624e-09,2.5777108929680435e-05,9.122289107031956e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0152505446623093,0.44,-16.74,2.51,-11.44,-278.55,-15.93,173.31,16.927129112758607
TER 9,270.411667,-26.839722,5.77,0.34,-2.168,-7.698,0.031,0.029,0.34,68.56,0.54,0.0009609999999999,0.00030566,0.000841,7.147729644000001e-07,0.0005895067647604,0.0012124932352395,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0589254766031195,0.34,2.42,0.36,-0.2,-91.02,44.46,-47.51,2.446630335788388
TON 2,264.042,-38.5561,6.99,0.34,-5.936,-0.795,0.02,0.019,0.2399999999999999,-184.72,1.12,0.0004,9.12e-05,0.0003609999999999,1.3608256e-07,0.0002872385931909,0.000473761406809,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0486409155937052,0.2399999999999999,1.29,-1.12,-0.42,182.4,154.24,169.82,1.708361788380904
UKS 1,268.613312,-24.145277,15.58,0.56,-0.96,-2.941,0.2069999999999999,0.135,0.13,59.38,2.63,0.0428489999999999,0.00363285,0.018225,0.0007677254258774,0.0177002191292949,0.043373780870705,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0359435173299101,0.13,-7.34,1.39,0.21,-90.83,35.25,-40.64,7.470455140083501
