cluster_key,ra_deg,dec_deg,distance_kpc,distance_sigma_kpc,pmra_masyr,pmdec_masyr,pmra_sigma_masyr,pmdec_sigma_masyr,pmra_pmdec_corr,vlos_kms,vlos_sigma_kms,pm_cov_ra_ra_mas2yr2,pm_cov_ra_dec_mas2yr2,pm_cov_dec_dec_mas2yr2,pm_cov_det,pm_cov_min_eig,pm_cov_max_eig,position_sampling,pm_sampling,distance_sampling,vlos_sampling,pm_distance_cross_covariance,rv_astrometry_cross_covariance,additional_pm_systematic_floor,distance_frac_sigma,pm_corr_abs,X_kpc,Y_kpc,Z_kpc,U_kms,V_kms,W_kms,R_GC_kpc
NGC 1904,81.045837,-24.524416,13.08,0.1799999999999999,2.47,-1.599,0.007,0.008,0.02,205.76,0.2,4.9000000000000005e-05,1.12e-06,6.4e-05,3.1347456e-09,4.8916834434090215e-05,6.40831655659098e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0137614678899082,0.02,15.92,-8.37,-6.41,43.71,-17.22,5.41,17.986197485850088
NGC 2298,102.247543,-36.005306,9.83,0.17,3.312,-2.183,0.007,0.007,0.0899999999999999,147.15,0.57,4.9000000000000005e-05,4.41e-06,4.9000000000000005e-05,2.3815519e-09,4.4590000000000005e-05,5.3410000000000005e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.017293997965412,0.0899999999999999,12.08,-8.61,-2.71,-79.73,34.25,67.05,14.834368877710975
NGC 2419,114.535286,38.881944,88.47,2.4,0.002,-0.54,0.012,0.008,0.14,-21.1,0.31,0.000144,1.3440000000000002e-05,6.4e-05,9.035366399999999e-09,6.180244556849295e-05,0.0001461975544315,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0271278399457443,0.14,88.2,-0.52,37.73,-6.07,33.7,-55.89,88.20153286649843
NGC 2808,138.012909,-64.863495,10.06,0.11,1.004,0.269,0.007,0.007,-0.0299999999999999,103.57,0.27,4.9000000000000005e-05,-1.47e-06,4.9000000000000005e-05,2.3988391e-09,4.753000000000001e-05,5.047e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0109343936381709,0.0299999999999999,6.09,-9.64,-1.96,-56.43,149.3,30.31,11.402530420919735
NGC 288,13.1885,-26.582611,8.99,0.0899999999999999,4.157,-5.705,0.004,0.004,0.45,-44.45,0.13,1.6e-05,7.2000000000000005e-06,1.6e-05,2.0416e-10,8.8e-06,2.32e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0100111234705228,0.45,8.26,0.05,-8.99,4.2,-48.34,50.29,8.260151330332876
NGC 3201,154.403427,-46.412476,4.74,0.04,8.349999999999998,-1.976,0.005,0.005,0.1799999999999999,495.39,0.0599999999999999,2.5e-05,4.5e-06,2.5e-05,6.0475e-10,2.05e-05,2.95e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0084388185654008,0.1799999999999999,7.59,-4.65,0.71,-249.99,-199.09,148.84,8.901157228136126
NGC 362,15.809416,-70.848778,8.83,0.1,6.692,-2.533,0.0089999999999999,0.0089999999999999,-0.1499999999999999,223.12,0.28,8.099999999999999e-05,-1.2149999999999995e-05,8.099999999999999e-05,6.413377499999999e-09,6.884999999999999e-05,9.314999999999999e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0113250283125707,0.1499999999999999,4.98,-5.2,-6.38,93.45,-98.32,-67.93,7.200027777724195
NGC 4147,182.52626,18.542639,18.54,0.2099999999999999,-1.69,-2.092,0.014,0.0129999999999999,-0.32,179.35,0.31,0.000196,-5.8240000000000005e-05,0.0001689999999999,2.97321024e-08,0.0001227158248363,0.0002422841751636,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0113268608414239,0.32,9.39,-3.93,18.07,40.11,-12.89,130.14,10.179243586829035
NGC 4372,186.439101,-72.65908399999998,5.71,0.2099999999999999,-6.409,3.309,0.004,0.005,0.1799999999999999,75.59,0.2999999999999999,1.6e-05,3.6e-06,2.5e-05,3.8704e-10,1.4737188186310435e-05,2.6262811813689565e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0367775831873905,0.1799999999999999,5.28,-4.82,-0.98,100.02,84.28,64.83,7.14918177136377
NGC 4590,189.866577,-26.744057,10.4,0.1,-2.732,1.764,0.005,0.005,-0.1499999999999999,-93.11000000000001,0.1799999999999999,2.5e-05,-3.75e-06,2.5e-05,6.109375e-10,2.125e-05,2.875e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0096153846153846,0.1499999999999999,4.02,-7.31,6.12,170.43,289.18,16.43,8.342451678014083
NGC 4833,194.891342,-70.876503,6.48,0.08,-8.39,-0.968,0.006,0.006,0.19,201.99,0.4,3.6e-05,6.84e-06,3.6e-05,1.2492144e-09,2.916e-05,4.284e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0123456790123456,0.19,4.63,-5.34,-0.9,95.21,-54.95,-42.21,7.067708256570866
NGC 5024,198.230209,18.168165,18.5,0.1799999999999999,-0.131,-1.332,0.005,0.005,-0.34,-63.37,0.25,2.5e-05,-8.500000000000002e-06,2.5e-05,5.5275e-10,1.65e-05,3.35e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0097297297297297,0.34,5.25,-1.49,18.2,-57.27,155.76,-72.49,5.457343676185329
NGC 5053,199.112885,17.700251,17.54,0.23,-0.338,-1.214,0.007,0.007,-0.34,42.82,0.25,4.9000000000000005e-05,-1.6660000000000003e-05,4.9000000000000005e-05,2.1234444e-09,3.2340000000000005e-05,6.566e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0131128848346636,0.34,5.11,-1.38,17.21,-52.79,150.82,35.3,5.293061495958648
NGC 5139,201.696991,-47.479473,5.43,0.05,-3.236,-6.731,0.0109999999999999,0.0109999999999999,-0.12,232.78,0.2099999999999999,0.0001209999999999,-1.4519999999999997e-05,0.0001209999999999,1.4430169599999997e-08,0.00010648,0.0001355199999999,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.009208103130755,0.12,4.87,-4.07,1.4,-95.98,-21.69,-86.82,6.346794466500393
NGC 5272,205.548416,28.377277,10.18,0.08,-0.153,-2.679,0.007,0.007,0.14,-147.2,0.27,4.9000000000000005e-05,6.86e-06,4.9000000000000005e-05,2.3539404000000008e-09,4.2140000000000006e-05,5.586e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0078585461689587,0.14,6.7,1.34,9.98,-65.3,127.78,-134.17,6.832686148214332
NGC 5286,206.61171,-51.374249,11.1,0.14,0.187,-0.16,0.007,0.007,0.08,62.38,0.4,4.9000000000000005e-05,3.920000000000001e-06,4.9000000000000005e-05,2.3856336000000005e-09,4.508e-05,5.292000000000001e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0126126126126126,0.08,0.93,-8.16,2.03,-58.91,210.15,8.54,8.212825336021703
NGC 5466,211.363709,28.534445,16.12,0.16,-5.336,-0.809,0.005,0.004,0.17,106.82,0.2,2.5e-05,3.4000000000000005e-06,1.6e-05,3.8844e-10,1.485996453911857e-05,2.614003546088143e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.009925558312655,0.17,4.8,3.06,15.46,217.9,-33.47,225.06,5.692416007285483
NGC 5634,217.405335,-5.97643,25.96,0.62,-1.69,-1.489,0.0089999999999999,0.008,-0.04,-16.07,0.5999999999999999,8.099999999999999e-05,-2.88e-06,6.4e-05,5.175705599999999e-09,6.35253468033578e-05,8.147465319664221e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0238828967642526,0.04,-7.95,-5.18,19.67,59.05,-14.26,-26.56,9.48867219372658
NGC 5694,219.901245,-26.538776,34.84,0.7399999999999999,-0.4759999999999999,-1.102,0.012,0.0109999999999999,-0.3599999999999999,-139.55,0.4899999999999999,0.000144,-4.752e-05,0.0001209999999999,1.5165849599999997e-08,8.360827881941565e-05,0.0001813917211805,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0212399540757749,0.3599999999999999,-18.13,-14.55,17.61,114.37,144.79,-170.18,23.246492208503202
NGC 5824,225.994156,-33.068138,31.71,0.5999999999999999,-1.193,-2.228,0.01,0.0089999999999999,-0.2,-25.24,0.52,0.0001,-1.8e-05,8.099999999999999e-05,7.775999999999998e-09,7.014686756295237e-05,0.000110853132437,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0189214758751182,0.2,-17.9,-13.55,11.92,97.4,-61.59,-179.17,22.45022271604449
NGC 5897,229.351659,-21.010122,12.55,0.2399999999999999,-5.415,-3.392,0.006,0.006,-0.33,101.31,0.22,3.6e-05,-1.188e-05,3.6e-05,1.1548656e-09,2.412e-05,4.788e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0191235059760956,0.33,-2.18,-3.18,6.33,34.52,-129.35,91.18,3.8554895927754758
NGC 5904,229.638412,2.081028,7.48,0.0599999999999999,4.073,-9.872000000000002,0.006,0.006,-0.37,53.5,0.25,3.6e-05,-1.332e-05,3.6e-05,1.1185776e-09,2.268e-05,4.932e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0080213903743315,0.37,3.07,0.34,5.45,-301.43,89.62,-181.13,3.0887699817241168
NGC 5927,232.002869,-50.673031,8.269999999999998,0.11,-5.058,-3.186,0.006,0.006,-0.25,-104.09,0.28,3.6e-05,-9e-06,3.6e-05,1.215e-09,2.7e-05,4.5e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0133010882708585,0.25,1.3,-4.54,0.7,205.0,114.22,7.05,4.722456987628368
NGC 5946,233.869051,-50.659713,9.64,0.51,-5.317,-1.639,0.0149999999999999,0.0149999999999999,-0.2,137.6,0.94,0.0002249999999999,-4.5e-05,0.0002249999999999,4.86e-08,0.0001799999999999,0.00027,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0529045643153526,0.2,0.06,-5.16,0.7,7.2,-21.45,98.68,5.160348825418685
NGC 5986,236.512497,-37.786415,10.54,0.13,-4.18,-4.565,0.017,0.017,-0.1499999999999999,101.18,0.4299999999999999,0.000289,-4.335e-05,0.000289,8.164177750000001e-08,0.00024565,0.00033235,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0123339658444022,0.1499999999999999,-1.27,-4.0,2.42,8.15,-71.93,-13.39,4.196772569487177
NGC 6093,244.26004,-22.976084,10.34,0.12,-2.937,-5.577,0.01,0.01,-0.33,10.93,0.39,0.0001,-3.3e-05,0.0001,8.910999999999998e-09,6.7e-05,0.000133,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.011605415860735,0.33,-1.49,-1.24,3.44,-9.1,-48.78,-62.97,1.9384787850270633
NGC 6101,246.450485,-72.202194,14.45,0.19,1.76,-0.252,0.012,0.012,0.07,366.33,0.32,0.000144,1.0080000000000002e-05,0.000144,2.06343936e-08,0.0001339199999999,0.00015408,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0131487889273356,0.07,-2.11,-9.35,-3.94,-297.01,83.88,-190.08,9.585123890696458
NGC 6121,245.896744,-26.525749,1.85,0.02,-12.511,-19.017,0.007,0.007,-0.2099999999999999,71.22,0.13,4.9000000000000005e-05,-1.029e-05,4.9000000000000005e-05,2.2951159000000006e-09,3.871000000000001e-05,5.929e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0108108108108108,0.2099999999999999,6.42,-0.28,0.51,-56.21,45.28,-3.04,6.426103018159607
NGC 6139,246.918466,-38.848782,10.04,0.45,-6.083,-2.705,0.012,0.012,-0.05,24.41,0.95,0.000144,-7.2000000000000005e-06,0.000144,2.068416e-08,0.0001367999999999,0.0001512,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0448207171314741,0.05,-1.32,-3.02,1.21,68.39,-29.37,130.82,3.2958762112676503
NGC 6144,246.80777,-26.0235,8.15,0.13,-1.737,-2.624,0.017,0.016,-0.22,194.79,0.5799999999999998,0.000289,-5.984e-05,0.0002559999999999,7.040317440000001e-08,0.0002104268528266,0.0003345731471733,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0159509202453987,0.22,0.41,-1.1,2.21,-184.47,106.09,43.41,1.1739250401963492
NGC 6171,248.132752,-13.053778,5.63,0.08,-1.936,-5.979,0.007,0.007,-0.02,-34.71,0.1799999999999999,4.9000000000000005e-05,-9.800000000000001e-07,4.9000000000000005e-05,2.4000396000000006e-09,4.802e-05,4.9980000000000006e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0142095914742451,0.02,3.0,0.3,2.2,-10.3,93.71,-57.7,3.014962686336267
NGC 6205,250.421814,36.459862,7.42,0.08,-3.138,-2.572,0.006,0.006,0.23,-244.9,0.2999999999999999,3.6e-05,8.28e-06,3.6e-05,1.2274416000000002e-09,2.772e-05,4.428e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0107816711590296,0.23,5.29,4.81,4.86,30.36,-14.96,-77.75,7.1498391590300825
NGC 6218,251.809067,-1.948528,5.11,0.05,-0.198,-6.804,0.005,0.005,0.13,-41.67,0.14,2.5e-05,3.2500000000000006e-06,2.5e-05,6.144374999999999e-10,2.175e-05,2.825e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.009784735812133,0.13,3.77,1.24,2.26,-49.03,114.68,-85.24,3.9686899601757757
NGC 6229,251.745249,47.527796,30.11,0.4699999999999999,-1.156,-0.461,0.017,0.0179999999999999,0.17,-137.89,0.7099999999999999,0.000289,5.202e-05,0.0003239999999999,9.09299196e-08,0.0002516152990351,0.0003613847009648,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0156094320823646,0.17,1.71,22.03,19.47,-7.59,30.75,45.79,22.096266652989144
NGC 6235,253.355676,-22.177447,11.94,0.38,-3.942,-7.602,0.032,0.031,-0.13,126.68,0.33,0.001024,-0.00012896,0.0009609999999999,9.674333183999999e-07,0.0008597486098001,0.0011252513901998,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0318257956448911,0.13,-3.43,-0.22,2.79,-144.47,-227.91,-43.18,3.437048152121236
NGC 6254,254.28772,-4.100306,5.07,0.0599999999999999,-4.763,-6.611,0.0109999999999999,0.0109999999999999,-0.07,74.20999999999998,0.23,0.0001209999999999,-8.47e-06,0.0001209999999999,1.4569259099999996e-08,0.0001125299999999,0.0001294699999999,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0118343195266272,0.07,3.68,1.22,1.99,-122.9,80.21,48.71,3.876957570054127
NGC 6256,254.886107,-37.120968,7.24,0.2899999999999999,-3.685,-1.634,0.019,0.0179999999999999,-0.14,-99.75,0.66,0.0003609999999999,-4.788e-05,0.0003239999999999,1.1467150559999998e-07,0.0002911702386524,0.0003938297613475,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0400552486187845,0.14,1.11,-1.53,0.42,115.73,154.69,66.43,1.8902380802428038
NGC 6266,255.304153,-30.11339,6.03,0.0899999999999999,-5.03,-3.004,0.031,0.031,-0.05,-73.98,0.67,0.0009609999999999,-4.805e-05,0.0009609999999999,9.212121975e-07,0.0009129499999999,0.00100905,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0149253731343283,0.05,2.24,-0.67,0.77,87.09,106.94,59.64,2.33805474700658
NGC 6273,255.657486,-26.267971,8.34,0.16,-3.256,1.668,0.01,0.0089999999999999,0.0,145.54,0.5899999999999999,0.0001,0.0,8.099999999999999e-05,8.099999999999998e-09,8.099999999999999e-05,0.0001,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0191846522781774,0.0,-0.04,-0.45,1.36,-129.95,221.75,171.75,0.4517742799230607
NGC 6284,256.120114,-24.764799,14.21,0.4199999999999999,-3.205,-2.004,0.014,0.014,0.1,28.62,0.7299999999999999,0.000196,1.96e-05,0.000196,3.803184000000001e-08,0.0001764,0.0002156,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0295566502463054,0.1,-5.81,-0.4,2.45,-16.17,15.56,105.21,5.823753085425239
NGC 6287,256.288904,-22.708005,7.929999999999999,0.37,-4.991,-1.886,0.01,0.0089999999999999,-0.02,-294.74,1.65,0.0001,-1.8e-06,8.099999999999999e-05,8.096759999999998e-09,8.083097729860974e-05,0.0001001690227013,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0466582597730138,0.02,0.4,0.02,1.52,298.98,84.28,59.53,0.4004996878900158
NGC 6293,257.5425,-26.582083,9.19,0.28,0.8649999999999999,-4.33,0.02,0.02,-0.04,-143.66,0.39,0.0004,-1.6000000000000003e-05,0.0004,1.59744e-07,0.000384,0.000416,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.030467899891186,0.04,-0.92,-0.38,1.25,117.36,126.19,-151.88,0.9953893710503443
NGC 6304,258.634399,-29.462028,6.15,0.1499999999999999,-4.073,-1.089,0.012,0.0109999999999999,0.05,-108.62,0.39,0.000144,6.6e-06,0.0001209999999999,1.738044e-08,0.0001192406636666,0.0001457593363333,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.024390243902439,0.05,2.07,-0.45,0.58,110.98,166.2,75.17,2.1183484132691675
NGC 6316,259.155417,-28.140111,11.15,0.39,-4.974,-4.605,0.028,0.027,0.08,99.65,0.8399999999999999,0.000784,6.048e-05,0.0007289999999999,5.678781696e-07,0.0006900614539593,0.0008229385460406,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0349775784753363,0.08,-2.9,-0.55,1.12,-85.27,-102.1,92.58,2.9516944286290885
