cluster_key,ra_deg,dec_deg,distance_kpc,distance_sigma_kpc,pmra_masyr,pmdec_masyr,pmra_sigma_masyr,pmdec_sigma_masyr,pmra_pmdec_corr,vlos_kms,vlos_sigma_kms,pm_cov_ra_ra_mas2yr2,pm_cov_ra_dec_mas2yr2,pm_cov_dec_dec_mas2yr2,pm_cov_det,pm_cov_min_eig,pm_cov_max_eig,position_sampling,pm_sampling,distance_sampling,vlos_sampling,pm_distance_cross_covariance,rv_astrometry_cross_covariance,additional_pm_systematic_floor,distance_frac_sigma,pm_corr_abs
NGC 4590,189.86657700000001,-26.744057000000002,10.4,0.10000000000000001,-2.7320000000000002,1.764,0.0050000000000000001,0.0050000000000000001,-0.14999999999999999,-93.109999999999999,0.17999999999999999,2.5000000000000001e-05,-3.7500000000000001e-06,2.5000000000000001e-05,6.1093749999999999e-10,2.1250000000000002e-05,2.8750000000000001e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0096153846153846159,0.14999999999999999
NGC 4833,194.89134200000001,-70.876503,6.4800000000000004,0.080000000000000002,-8.3900000000000006,-0.96799999999999997,0.0060000000000000001,0.0060000000000000001,0.19,201.99000000000001,0.40000000000000002,3.6000000000000001e-05,6.8399999999999997e-06,3.6000000000000001e-05,1.2492144e-09,2.9160000000000002e-05,4.2840000000000003e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.012345679012345678,0.19
NGC 5024,198.230209,18.168164999999998,18.5,0.17999999999999999,-0.13100000000000001,-1.3320000000000001,0.0050000000000000001,0.0050000000000000001,-0.34000000000000002,-63.369999999999997,0.25,2.5000000000000001e-05,-8.5000000000000016e-06,2.5000000000000001e-05,5.5274999999999998e-10,1.6500000000000001e-05,3.3500000000000001e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0097297297297297292,0.34000000000000002
NGC 5053,199.11288500000001,17.700251000000002,17.539999999999999,0.23000000000000001,-0.33800000000000002,-1.214,0.0070000000000000001,0.0070000000000000001,-0.34000000000000002,42.82,0.25,4.9000000000000005e-05,-1.6660000000000003e-05,4.9000000000000005e-05,2.1234444000000004e-09,3.2340000000000005e-05,6.5660000000000005e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.013112884834663626,0.34000000000000002
NGC 5139,201.696991,-47.479472999999999,5.4299999999999997,0.050000000000000003,-3.2360000000000002,-6.7309999999999999,0.010999999999999999,0.010999999999999999,-0.12,232.78,0.20999999999999999,0.00012099999999999999,-1.4519999999999997e-05,0.00012099999999999999,1.4430169599999997e-08,0.00010648,0.00013551999999999998,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0092081031307550652,0.12
NGC 5272,205.548416,28.377276999999999,10.18,0.080000000000000002,-0.153,-2.6789999999999998,0.0070000000000000001,0.0070000000000000001,0.14000000000000001,-147.19999999999999,0.27000000000000002,4.9000000000000005e-05,6.8600000000000012e-06,4.9000000000000005e-05,2.3539404000000008e-09,4.2140000000000006e-05,5.5860000000000004e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0078585461689587438,0.14000000000000001
NGC 5286,206.61170999999999,-51.374248999999999,11.1,0.14000000000000001,0.187,-0.16,0.0070000000000000001,0.0070000000000000001,0.080000000000000002,62.380000000000003,0.40000000000000002,4.9000000000000005e-05,3.9200000000000006e-06,4.9000000000000005e-05,2.3856336000000009e-09,4.5080000000000002e-05,5.2920000000000008e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.012612612612612614,0.080000000000000002
NGC 5466,211.363709,28.534445000000002,16.120000000000001,0.16,-5.3360000000000003,-0.80900000000000005,0.0050000000000000001,0.0040000000000000001,0.17000000000000001,106.81999999999999,0.20000000000000001,2.5000000000000001e-05,3.4000000000000005e-06,1.5999999999999999e-05,3.8844e-10,1.485996453911857e-05,2.6140035460881431e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0099255583126550868,0.17000000000000001
NGC 5634,217.40533500000001,-5.9764299999999997,25.960000000000001,0.62,-1.6899999999999999,-1.4890000000000001,0.0089999999999999993,0.0080000000000000002,-0.040000000000000001,-16.07,0.59999999999999998,8.099999999999999e-05,-2.88e-06,6.3999999999999997e-05,5.1757055999999991e-09,6.35253468033578e-05,8.1474653196642201e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.023882896764252697,0.040000000000000001
NGC 5694,219.90124499999999,-26.538775999999999,34.840000000000003,0.73999999999999999,-0.47599999999999998,-1.1020000000000001,0.012,0.010999999999999999,-0.35999999999999999,-139.55000000000001,0.48999999999999999,0.000144,-4.7519999999999999e-05,0.00012099999999999999,1.5165849599999997e-08,8.3608278819415652e-05,0.00018139172118058434,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.021239954075774968,0.35999999999999999
NGC 5824,225.994156,-33.068137999999998,31.710000000000001,0.59999999999999998,-1.1930000000000001,-2.2280000000000002,0.01,0.0089999999999999993,-0.20000000000000001,-25.239999999999998,0.52000000000000002,0.0001,-1.8e-05,8.099999999999999e-05,7.7759999999999996e-09,7.0146867562952375e-05,0.00011085313243704763,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.018921475875118259,0.20000000000000001
NGC 5897,229.35165900000001,-21.010121999999999,12.550000000000001,0.23999999999999999,-5.415,-3.3919999999999999,0.0060000000000000001,0.0060000000000000001,-0.33000000000000002,101.31,0.22,3.6000000000000001e-05,-1.188e-05,3.6000000000000001e-05,1.1548656e-09,2.4119999999999999e-05,4.7880000000000002e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.019123505976095617,0.33000000000000002
NGC 5904,229.63841199999999,2.0810279999999999,7.4800000000000004,0.059999999999999998,4.0730000000000004,-9.8719999999999999,0.0060000000000000001,0.0060000000000000001,-0.37,53.5,0.25,3.6000000000000001e-05,-1.3320000000000001e-05,3.6000000000000001e-05,1.1185776000000001e-09,2.268e-05,4.9320000000000002e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0080213903743315499,0.37
NGC 5927,232.002869,-50.673031000000002,8.2699999999999996,0.11,-5.0579999999999998,-3.1859999999999999,0.0060000000000000001,0.0060000000000000001,-0.25,-104.09,0.28000000000000003,3.6000000000000001e-05,-9.0000000000000002e-06,3.6000000000000001e-05,1.215e-09,2.6999999999999999e-05,4.5000000000000003e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.013301088270858526,0.25
NGC 5946,233.86905100000001,-50.659713000000004,9.6400000000000006,0.51000000000000001,-5.3170000000000002,-1.639,0.014999999999999999,0.014999999999999999,-0.20000000000000001,137.59999999999999,0.93999999999999995,0.00022499999999999999,-4.4999999999999996e-05,0.00022499999999999999,4.8599999999999998e-08,0.00017999999999999998,0.00027,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.052904564315352696,0.20000000000000001
NGC 5986,236.512497,-37.786414999999998,10.539999999999999,0.13,-4.1799999999999997,-4.5650000000000004,0.017000000000000001,0.017000000000000001,-0.14999999999999999,101.18000000000001,0.42999999999999999,0.00028900000000000003,-4.3350000000000003e-05,0.00028900000000000003,8.1641777500000024e-08,0.00024565000000000003,0.00033235000000000003,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.012333965844402278,0.14999999999999999
NGC 6093,244.26004,-22.976084,10.34,0.12,-2.9369999999999998,-5.577,0.01,0.01,-0.33000000000000002,10.93,0.39000000000000001,0.0001,-3.3000000000000003e-05,0.0001,8.9109999999999995e-09,6.7000000000000002e-05,0.00013300000000000001,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.01160541586073501,0.33000000000000002
NGC 6101,246.45048499999999,-72.202194000000006,14.449999999999999,0.19,1.76,-0.252,0.012,0.012,0.070000000000000007,366.32999999999998,0.32000000000000001,0.000144,1.0080000000000002e-05,0.000144,2.0634393600000001e-08,0.00013391999999999999,0.00015408000000000002,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.01314878892733564,0.070000000000000007
NGC 6121,245.89674400000001,-26.525749000000001,1.8500000000000001,0.02,-12.510999999999999,-19.016999999999999,0.0070000000000000001,0.0070000000000000001,-0.20999999999999999,71.219999999999999,0.13,4.9000000000000005e-05,-1.029e-05,4.9000000000000005e-05,2.2951159000000006e-09,3.8710000000000007e-05,5.9290000000000003e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.01081081081081081,0.20999999999999999
NGC 6139,246.918466,-38.848782,10.039999999999999,0.45000000000000001,-6.0830000000000002,-2.7050000000000001,0.012,0.012,-0.050000000000000003,24.41,0.94999999999999996,0.000144,-7.2000000000000005e-06,0.000144,2.068416e-08,0.00013679999999999999,0.00015120000000000002,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.044820717131474105,0.050000000000000003
NGC 6144,246.80777,-26.023499999999999,8.1500000000000004,0.13,-1.7370000000000001,-2.6240000000000001,0.017000000000000001,0.016,-0.22,194.78999999999999,0.57999999999999996,0.00028900000000000003,-5.9840000000000003e-05,0.00025599999999999999,7.0403174400000014e-08,0.00021042685282668519,0.00033457314717331483,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.015950920245398771,0.22
NGC 6171,248.13275200000001,-13.053777999999999,5.6299999999999999,0.080000000000000002,-1.9359999999999999,-5.9790000000000001,0.0070000000000000001,0.0070000000000000001,-0.02,-34.710000000000001,0.17999999999999999,4.9000000000000005e-05,-9.8000000000000015e-07,4.9000000000000005e-05,2.4000396000000006e-09,4.8020000000000004e-05,4.9980000000000006e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.014209591474245116,0.02
NGC 6205,250.42181400000001,36.459862000000001,7.4199999999999999,0.080000000000000002,-3.1379999999999999,-2.5720000000000001,0.0060000000000000001,0.0060000000000000001,0.23000000000000001,-244.90000000000001,0.29999999999999999,3.6000000000000001e-05,8.2800000000000003e-06,3.6000000000000001e-05,1.2274416000000002e-09,2.7719999999999999e-05,4.4280000000000003e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.01078167115902965,0.23000000000000001
NGC 6218,251.809067,-1.948528,5.1100000000000003,0.050000000000000003,-0.19800000000000001,-6.8040000000000003,0.0050000000000000001,0.0050000000000000001,0.13,-41.670000000000002,0.14000000000000001,2.5000000000000001e-05,3.2500000000000006e-06,2.5000000000000001e-05,6.1443750000000003e-10,2.175e-05,2.8250000000000002e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0097847358121330719,0.13
NGC 6229,251.745249,47.527796000000002,30.109999999999999,0.46999999999999997,-1.1559999999999999,-0.46100000000000002,0.017000000000000001,0.017999999999999999,0.17000000000000001,-137.88999999999999,0.70999999999999996,0.00028900000000000003,5.202e-05,0.00032399999999999996,9.0929919600000002e-08,0.00025161529903515922,0.00036138470096484083,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.015609432082364663,0.17000000000000001
NGC 6235,253.35567599999999,-22.177447000000001,11.94,0.38,-3.9420000000000002,-7.6020000000000003,0.032000000000000001,0.031,-0.13,126.68000000000001,0.33000000000000002,0.001024,-0.00012896000000000001,0.00096099999999999994,9.6743331839999987e-07,0.00085974860980012285,0.0011252513901998768,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.031825795644891124,0.13
NGC 6254,254.28772000000001,-4.1003059999999998,5.0700000000000003,0.059999999999999998,-4.7629999999999999,-6.6109999999999998,0.010999999999999999,0.010999999999999999,-0.070000000000000007,74.209999999999994,0.23000000000000001,0.00012099999999999999,-8.4700000000000002e-06,0.00012099999999999999,1.4569259099999996e-08,0.00011252999999999998,0.00012946999999999999,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.011834319526627219,0.070000000000000007
NGC 6256,254.88610700000001,-37.120967999999998,7.2400000000000002,0.28999999999999998,-3.6850000000000001,-1.6339999999999999,0.019,0.017999999999999999,-0.14000000000000001,-99.75,0.66000000000000003,0.00036099999999999999,-4.7879999999999996e-05,0.00032399999999999996,1.1467150559999998e-07,0.00029117023865241526,0.00039382976134758469,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.040055248618784525,0.14000000000000001
NGC 6266,255.30415300000001,-30.113389999999999,6.0300000000000002,0.089999999999999997,-5.0300000000000002,-3.004,0.031,0.031,-0.050000000000000003,-73.980000000000004,0.67000000000000004,0.00096099999999999994,-4.8050000000000002e-05,0.00096099999999999994,9.212121974999999e-07,0.00091294999999999994,0.0010090500000000001,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.014925373134328356,0.050000000000000003
NGC 6273,255.65748600000001,-26.267970999999999,8.3399999999999999,0.16,-3.2559999999999998,1.6679999999999999,0.01,0.0089999999999999993,0,145.53999999999999,0.58999999999999997,0.0001,0,8.099999999999999e-05,8.0999999999999997e-09,8.099999999999999e-05,0.00010000000000000002,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.01918465227817746,0
NGC 6284,256.120114,-24.764799,14.210000000000001,0.41999999999999998,-3.2050000000000001,-2.004,0.014,0.014,0.10000000000000001,28.620000000000001,0.72999999999999998,0.00019600000000000002,1.9600000000000002e-05,0.00019600000000000002,3.8031840000000008e-08,0.00017640000000000001,0.00021560000000000004,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.029556650246305417,0.10000000000000001
NGC 6287,256.288904,-22.708005,7.9299999999999997,0.37,-4.9909999999999997,-1.8859999999999999,0.01,0.0089999999999999993,-0.02,-294.74000000000001,1.6499999999999999,0.0001,-1.7999999999999999e-06,8.099999999999999e-05,8.0967599999999992e-09,8.0830977298609752e-05,0.00010016902270139026,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.046658259773013876,0.02
NGC 6293,257.54250000000002,-26.582083000000001,9.1899999999999995,0.28000000000000003,0.86499999999999999,-4.3300000000000001,0.02,0.02,-0.040000000000000001,-143.66,0.39000000000000001,0.00040000000000000002,-1.6000000000000003e-05,0.00040000000000000002,1.59744e-07,0.00038400000000000001,0.00041600000000000003,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.030467899891186076,0.040000000000000001
NGC 6304,258.63439899999997,-29.462028,6.1500000000000004,0.14999999999999999,-4.0730000000000004,-1.089,0.012,0.010999999999999999,0.050000000000000003,-108.62,0.39000000000000001,0.000144,6.6000000000000003e-06,0.00012099999999999999,1.7380439999999999e-08,0.00011924066366668376,0.00014575933633331623,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.024390243902439022,0.050000000000000003
NGC 6316,259.155417,-28.140111000000001,11.15,0.39000000000000001,-4.9740000000000002,-4.6050000000000004,0.028000000000000001,0.027,0.080000000000000002,99.650000000000006,0.83999999999999997,0.00078400000000000008,6.0480000000000004e-05,0.00072899999999999994,5.6787816960000003e-07,0.00069006145395931659,0.00082293854604068343,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.034977578475336321,0.080000000000000002
NGC 6325,259.49632700000001,-23.767676999999999,7.5300000000000002,0.32000000000000001,-8.2880000000000003,-8.9870000000000001,0.029000000000000001,0.028000000000000001,0.17000000000000001,29.539999999999999,0.57999999999999996,0.00084100000000000006,0.00013804,0.00078400000000000008,6.4028895840000009e-07,0.00067154861973006447,0.00095345138026993567,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.042496679946879147,0.17000000000000001
NGC 6333,259.79908599999999,-18.516257,8.3000000000000007,0.14000000000000001,-2.1789999999999998,-3.2130000000000001,0.0089999999999999993,0.0080000000000000002,0.070000000000000007,310.75,2.1200000000000001,8.099999999999999e-05,5.04e-06,6.3999999999999997e-05,5.1585983999999994e-09,6.2618117588232489e-05,8.2381882411767512e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.016867469879518072,0.070000000000000007
NGC 6341,259.28076199999998,43.135944000000002,8.5,0.070000000000000007,-4.9340000000000002,-0.63,0.012,0.012,0.13,-120.55,0.27000000000000002,0.000144,1.8720000000000004e-05,0.000144,2.0385561600000001e-08,0.00012527999999999999,0.00016272000000000001,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0082352941176470594,0.13
NGC 6342,260.29157300000003,-19.587658999999999,8.0099999999999998,0.23000000000000001,-2.915,-7.1059999999999999,0.012999999999999999,0.012999999999999999,-0.070000000000000007,115.75,0.90000000000000002,0.00016899999999999999,-1.183e-05,0.00016899999999999999,2.8421051099999998e-08,0.00015716999999999999,0.00018082999999999999,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.02871410736579276,0.070000000000000007
NGC 6352,261.37127700000002,-48.422168999999997,5.54,0.070000000000000007,-2.169,-4.4299999999999997,0.0080000000000000002,0.0080000000000000002,0.17000000000000001,-125.63,1.01,6.3999999999999997e-05,1.0880000000000001e-05,6.3999999999999997e-05,3.9776255999999999e-09,5.3119999999999993e-05,7.4880000000000001e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.012635379061371842,0.17000000000000001
NGC 6355,260.99353300000001,-26.352827000000001,8.6500000000000004,0.22,-4.7320000000000002,-0.55800000000000005,0.014999999999999999,0.014,0.27000000000000002,-195.84999999999999,0.55000000000000004,0.00022499999999999999,5.6699999999999996e-05,0.00019600000000000002,4.0885110000000007e-08,0.00015197530435790378,0.00026902469564209626,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.025433526011560691,0.27000000000000002
NGC 6356,260.895804,-17.813027000000002,15.66,0.92000000000000004,-3.7690000000000001,-3.4100000000000001,0.010999999999999999,0.01,0.029999999999999999,48.18,1.8200000000000001,0.00012099999999999999,3.2999999999999993e-06,0.0001,1.2089109999999999e-08,9.9493638203293521e-05,0.00012150636179670648,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.058748403575989788,0.029999999999999999
